Rank,Release Group,Worldwide,Domestic,%,Foreign,%
728,Iris,"$1,620,708","$1,310,678",80.9%,"$310,030",19.1%
729,Superpai,"$1,617,090",-,-,"$1,617,090",100%
730,Queen of the Desert,"$1,592,853",-,-,"$1,592,853",100%
731,Hasta Que La Muerte Nos Separe,"$1,583,807",-,-,"$1,583,807",100%
732,Full Strike,"$1,565,697",-,-,"$1,565,697",100%
733,"SOS, Ded Moroz, ili Vsyo sbudetsya!","$1,564,526",-,-,"$1,564,526",100%
734,Emma and Santa Claus: The Quest for the Elf Queen's Heart,"$1,560,250",-,-,"$1,560,250",100%
735,Fashion Chicks,"$1,555,656",-,-,"$1,555,656",100%
736,Take That: Live from the O2: Encore,"$1,553,608",-,-,"$1,553,608",100%
737,Bicycle Boy,"$1,546,402",-,-,"$1,546,402",100%
738,The Mirror,"$1,540,000",-,-,"$1,540,000",100%
739,Prilichnye lyudi,"$1,525,367",-,-,"$1,525,367",100%
740,My Golden Days,"$1,509,773","$269,144",17.8%,"$1,240,629",82.2%
741,Midnight Diner,"$1,507,352",-,-,"$1,507,352",100%
742,Yeonaeui mat,"$1,492,463",-,-,"$1,492,463",100%
743,Ulterior Motive,"$1,490,000",-,-,"$1,490,000",100%
744,Chemo,"$1,484,357",-,-,"$1,484,357",100%
745,This Is Me,"$1,477,105",-,-,"$1,477,105",100%
746,Ari no mama de itai,"$1,476,215",-,-,"$1,476,215",100%
747,Good Kill,"$1,474,471","$316,472",21.5%,"$1,157,999",78.5%
748,Freeheld,"$1,474,471","$573,335",38.9%,"$901,136",61.1%
749,Trùm Co,"$1,469,074",-,-,"$1,469,074",100%
750,Ahwak,"$1,466,491",-,-,"$1,466,491",100%
751,Barmen,"$1,457,685",-,-,"$1,457,685",100%
752,Arbut,"$1,457,610",-,-,"$1,457,610",100%
753,Out of the Dark,"$1,437,650",-,-,"$1,437,650",100%
754,Torno indietro e cambio vita,"$1,418,274",-,-,"$1,418,274",100%
755,Discount,"$1,417,767",-,-,"$1,417,767",100%
756,The Wolfpack,"$1,414,140","$1,301,696",92%,"$112,444",8%
757,Maggie,"$1,394,052","$187,112",13.4%,"$1,206,940",86.6%
758,Puli,"$1,387,272",-,-,"$1,387,272",100%
759,Ma ma,"$1,375,709","$47,258",3.4%,"$1,328,451",96.6%
760,Barbie: Spy Squad,"$1,375,679",-,-,"$1,375,679",100%
761,"Trenk, the Little Knight","$1,367,928",-,-,"$1,367,928",100%
762,The Ardennes,"$1,366,879","$5,638",0.4%,"$1,361,241",99.6%
763,Life Is Life,"$1,363,161",-,-,"$1,363,161",100%
764,El Bosque de Karadima,"$1,360,942",-,-,"$1,360,942",100%
765,A Grain of Truth,"$1,354,957",-,-,"$1,354,957",100%
766,The Cokeville Miracle,"$1,348,456","$1,348,456",100%,-,-
767,RYTMUS sídliskový sen,"$1,347,006",-,-,"$1,347,006",100%
768,Barney Thomson,"$1,336,254",-,-,"$1,336,254",100%
769,Ghost in the Shell: The New Movie,"$1,332,311","$101,203",7.6%,"$1,231,108",92.4%
770,Territory,"$1,330,063",-,-,"$1,330,063",100%
771,13 Minutes,"$1,328,233","$161,531",12.2%,"$1,166,702",87.8%
772,The Disappearance of Conan Edogawa: The Worst Two Days in History,"$1,324,979",-,-,"$1,324,979",100%
773,Playing It Cool,"$1,323,415",-,-,"$1,323,415",100%
774,Curious George 3: Back to the Jungle,"$1,313,940",-,-,"$1,313,940",100%
775,Come What May,"$1,309,818","$37,766",2.9%,"$1,272,052",97.1%
776,Les Cowboys,"$1,302,493","$73,725",5.7%,"$1,228,768",94.3%
777,Sunset Song,"$1,302,482","$159,714",12.3%,"$1,142,768",87.7%
778,Piece of Cake,"$1,298,944",-,-,"$1,298,944",100%
779,Slow West,"$1,295,574","$229,094",17.7%,"$1,066,480",82.3%
780,Much Loved,"$1,293,716",-,-,"$1,293,716",100%
781,First Growth,"$1,279,267",-,-,"$1,279,267",100%
782,Barbie in Princess Power,"$1,276,765",-,-,"$1,276,765",100%
783,The Little Gangster,"$1,276,194",-,-,"$1,276,194",100%
784,Valley of Love,"$1,264,277","$28,648",2.3%,"$1,235,629",97.7%
785,Vares: The Sheriff,"$1,261,483",-,-,"$1,261,483",100%
786,Beyond the Mask,"$1,236,094","$1,236,094",100%,-,-
787,Life,"$1,231,606",-,-,"$1,231,606",100%
788,That Sugar Film,"$1,226,399","$3,500",0.3%,"$1,222,899",99.7%
789,The Surprise,"$1,224,452",-,-,"$1,224,452",100%
790,Ghoul,"$1,200,097",-,-,"$1,200,097",100%
791,Code Name: K.O.Z.,"$1,186,730",-,-,"$1,186,730",100%
792,The Princess and the Magic Mirror,"$1,183,105",-,-,"$1,183,105",100%
793,The Next Generation Patoreibâ: Shuto kessen,"$1,179,682",-,-,"$1,179,682",100%
794,Itsi Bitsi,"$1,178,027",-,-,"$1,178,027",100%
795,Any Body Can Dance 2,"$1,176,958","$892,133",75.8%,"$284,825",24.2%
796,Louder Than Bombs,"$1,160,724","$163,807",14.1%,"$996,917",85.9%
797,Spangas in Action,"$1,160,300",-,-,"$1,160,300",100%
798,Where Hope Grows,"$1,159,072","$1,156,000",99.7%,"$3,072",0.3%
799,Schuks! Pay Back the Money!,"$1,158,333",-,-,"$1,158,333",100%
800,Clean Hands,"$1,157,963",-,-,"$1,157,963",100%
801,Cartel Land,"$1,145,923","$704,352",61.5%,"$441,571",38.5%
802,What's Left of You,"$1,145,814",-,-,"$1,145,814",100%
803,La scelta,"$1,142,974",-,-,"$1,142,974",100%
804,For the Hopeless Romantic,"$1,141,502",-,-,"$1,141,502",100%
805,Adult Camp,"$1,140,091",-,-,"$1,140,091",100%
806,O Leão da Estrela,"$1,137,318",-,-,"$1,137,318",100%
807,Yok Artik,"$1,135,216",-,-,"$1,135,216",100%
808,Aura Star: Attack of the Temple,"$1,130,000",-,-,"$1,130,000",100%
809,The Circle,"$1,117,789",-,-,"$1,117,789",100%
810,A War,"$1,114,663","$122,902",11%,"$991,761",89%
811,The Overnight,"$1,110,522","$1,110,522",100%,-,-
812,Qui c'est les plus forts?,"$1,109,649",-,-,"$1,109,649",100%
813,The Lion Standing in the Wind,"$1,108,162",-,-,"$1,108,162",100%
814,Dodgeball,"$1,104,245",-,-,"$1,104,245",100%
815,We Were Young,"$1,102,453",-,-,"$1,102,453",100%
816,Beyond the Reach,"$1,100,432","$45,895",4.2%,"$1,054,537",95.8%
817,Babovresky 3,"$1,099,482",-,-,"$1,099,482",100%
818,Happy 140,"$1,091,902",-,-,"$1,091,902",100%
819,Haikyu! Owari to Hajimari Part 1,"$1,087,732",-,-,"$1,087,732",100%
820,The Very Private Life of Mister Sim,"$1,087,025",-,-,"$1,087,025",100%
821,Wat Mannen Willen,"$1,086,352",-,-,"$1,086,352",100%
822,The Class 4,"$1,082,463",-,-,"$1,082,463",100%
823,Krepost,"$1,079,753",-,-,"$1,079,753",100%
824,Las ovejas no pierden el tren,"$1,068,545",-,-,"$1,068,545",100%
825,Srochno vyydu zamuzh,"$1,067,507",-,-,"$1,067,507",100%
826,The Monuments Men 2015 Re-release,"$1,064,988",-,-,"$1,064,988",100%
827,Rendez-vous,"$1,059,334",-,-,"$1,059,334",100%
828,Mobile Suit Gundam: The Origin I - Blue-Eyed Casval,"$1,056,670",-,-,"$1,056,670",100%
829,Chef 2018 Re-release,"$1,055,627",-,-,"$1,055,627",100%
830,Paulina,"$1,053,919",-,-,"$1,053,919",100%
831,A Brilliant Young Mind,"$1,043,620","$171,793",16.5%,"$871,827",83.5%
832,Fotograf,"$1,042,458",-,-,"$1,042,458",100%
833,Me and Kaminski,"$1,038,921",-,-,"$1,038,921",100%
834,Non c'è 2 senza te,"$1,035,832",-,-,"$1,035,832",100%
835,Our Futures,"$1,035,527",-,-,"$1,035,527",100%
836,The Final Lesson,"$1,034,905",-,-,"$1,034,905",100%
837,Aoki Hagane no Arpeggio: Ars Nova,"$1,034,244",-,-,"$1,034,244",100%
838,El espejo de los otros,"$1,031,578",-,-,"$1,031,578",100%
839,Yom Maloosh Lazmah,"$1,026,687",-,-,"$1,026,687",100%
840,Knight of Cups,"$1,026,288","$566,006",55.2%,"$460,282",44.8%
841,Rey Gitano,"$1,025,646",-,-,"$1,025,646",100%
842,Bao Mau Sieu Quay,"$1,024,278",-,-,"$1,024,278",100%
843,Tangerines,"$1,024,132","$144,501",14.1%,"$879,631",85.9%
844,Król zycia,"$1,015,112",-,-,"$1,015,112",100%
845,Visions,"$1,013,805",-,-,"$1,013,805",100%
846,Big Stone Gap,"$1,012,804","$1,009,301",99.7%,"$3,503",0.3%
847,L'attesa,"$1,010,766","$55,804",5.5%,"$954,962",94.5%
848,Far from Men,"$1,010,485","$5,336",0.5%,"$1,005,149",99.5%
849,Francofonia,"$1,008,154","$307,040",30.5%,"$701,114",69.5%
850,Sinister Circle,"$1,004,914",-,-,"$1,004,914",100%
851,Faith of Our Fathers,"$1,004,105","$1,004,105",100%,-,-
852,Comment c'est loin,"$1,001,196",-,-,"$1,001,196",100%
853,A.C.O.R.N.S.: Operation Crackdown,"$998,746",-,-,"$998,746",100%
854,Gabbar is Back,"$998,582","$534,601",53.5%,"$463,981",46.5%
855,Sherpa,"$996,031",-,-,"$996,031",100%
856,Tag,"$995,024",-,-,"$995,024",100%
857,Magallanes,"$994,513",-,-,"$994,513",100%
858,Single Lady,"$992,402",-,-,"$992,402",100%
859,Imprisoned: Survival Guide for Rich and Prodigal,"$983,794",-,-,"$983,794",100%
860,Life Must Go On,"$967,318",-,-,"$967,318",100%
861,Hwajang,"$965,883",-,-,"$965,883",100%
862,Perfect Proposal,"$965,717",-,-,"$965,717",100%
863,Mang long te jiong,"$958,430",-,-,"$958,430",100%
864,The Farewell Party,"$951,531","$172,860",18.2%,"$778,671",81.8%
865,Robot Overlords,"$943,502",-,-,"$943,502",100%
866,Born to Dance,"$941,774",-,-,"$941,774",100%
867,Romance Out of the Blue,"$940,000",-,-,"$940,000",100%
868,Lady of Csejte,"$937,955",-,-,"$937,955",100%
869,Barely Lethal,"$933,847","$6,075",0.7%,"$927,772",99.3%
870,Gone with the Time,"$933,517",-,-,"$933,517",100%
871,A Borrowed Identity,"$930,958","$281,540",30.2%,"$649,418",69.8%
872,Nøgle hus spejl,"$930,370",-,-,"$930,370",100%
873,Patterns of Evidence: Exodus,"$925,576","$925,576",100%,-,-
874,Horoscope Fortune,"$919,190",-,-,"$919,190",100%
875,The Prenup,"$919,175",-,-,"$919,175",100%
876,Ju-On: The Grudge 2 2015 Re-release,"$915,133",-,-,"$915,133",100%
877,Villads fra Valby,"$910,942",-,-,"$910,942",100%
878,Seymour: An Introduction,"$907,742","$743,541",81.9%,"$164,201",18.1%
879,Love,"$903,080",-,-,"$903,080",100%
880,Sardarji,"$898,439",-,-,"$898,439",100%
881,Bill,"$896,929",-,-,"$896,929",100%
882,English National Opera: The Pirates of Penzance,"$894,691",-,-,"$894,691",100%
883,Best of Enemies: Buckley vs. Vidal,"$892,802","$892,802",100%,-,-
884,Macadam Stories,"$880,180",-,-,"$880,180",100%
885,Unexperienced,"$876,750",-,-,"$876,750",100%
886,Hayat Öpücügü,"$874,769",-,-,"$874,769",100%
887,The SpongeBob SquarePants Movie 2015 Re-release,"$874,134",-,-,"$874,134",100%
888,Ay Ramon!,"$871,258",-,-,"$871,258",100%
889,Les gorilles,"$869,815",-,-,"$869,815",100%
890,Macho Man,"$869,780",-,-,"$869,780",100%
891,Make Me Shudder 3,"$866,519",-,-,"$866,519",100%
892,Cómo sobrevivir a una despedida,"$865,119",-,-,"$865,119",100%
893,Täterätää - Die Kirche bleibt im Dorf 2,"$864,092",-,-,"$864,092",100%
894,Love,"$861,057","$249,083",28.9%,"$611,974",71.1%
895,Gangster Ka,"$859,338",-,-,"$859,338",100%
896,Homecoming 2015 Re-release,"$858,097",-,-,"$858,097",100%
897,Ventoux,"$852,540",-,-,"$852,540",100%
898,The Complexity of Happiness,"$851,896",-,-,"$851,896",100%
899,The Grow 2,"$850,000",-,-,"$850,000",100%
900,The Polar Express 2015 IMAX Release,"$846,602","$846,602",100%,-,-
901,Happy Hour in Paradise,"$846,230",-,-,"$846,230",100%
902,Yennai Arindhaal,"$841,040",-,-,"$841,040",100%
903,Campus Mystery,"$840,000",-,-,"$840,000",100%
904,Mon Son Phee,"$837,601",-,-,"$837,601",100%
905,Code Geass: Akito the Exiled 3 - The Brightness Falls,"$834,927",-,-,"$834,927",100%
906,Detective Byomkesh Bakshy!,"$827,437","$579,055",70%,"$248,382",30%
907,Wansei Back Home,"$820,658",-,-,"$820,658",100%
908,Keet & Koen en de speurtocht naar Bassie & Adriaan,"$815,177",-,-,"$815,177",100%
909,Tangerine,"$814,868","$702,354",86.2%,"$112,514",13.8%
910,Mon Rak Sib Muan,"$814,662",-,-,"$814,662",100%
911,Cloudy Sunday,"$811,642",-,-,"$811,642",100%
912,Bangistan,"$810,419","$48,694",6%,"$761,725",94%
913,Popoz,"$809,684",-,-,"$809,684",100%
914,Nicolas Og Elverdronningen,"$804,574",-,-,"$804,574",100%
915,La solita commedia: Inferno,"$804,394",-,-,"$804,394",100%
916,The Wrecking Crew!,"$801,606","$801,606",100%,-,-
917,Red Army,"$798,680","$694,600",87%,"$104,080",13%
918,The Audience 2015 Re-release,"$795,972",-,-,"$795,972",100%
919,Love Detective,"$794,580",-,-,"$794,580",100%
920,Unknown Title,"$791,985",-,-,"$791,985",100%
921,Güvercin Uçuverdi,"$789,565",-,-,"$789,565",100%
922,Momentum,"$789,406",-,-,"$789,406",100%
923,The Second Lady,"$788,280",-,-,"$788,280",100%
924,Locos sueltos en el zoo,"$785,020",-,-,"$785,020",100%
925,Hor Taew Tak Hake Na Ka,"$782,060",-,-,"$782,060",100%
926,Jack bestelt een broertje,"$781,631",-,-,"$781,631",100%
927,Sap nin,"$779,639",-,-,"$779,639",100%
928,Highway to Hellas,"$774,977",-,-,"$774,977",100%
929,The D Train,"$774,780","$673,151",86.9%,"$101,629",13.1%
930,Dolly,"$772,504",-,-,"$772,504",100%
931,De Reünie,"$770,734",-,-,"$770,734",100%
932,Theeb,"$768,449","$283,024",36.8%,"$485,425",63.2%
933,Holding the Man,"$767,038",-,-,"$767,038",100%
934,Los miércoles no existen,"$765,046",-,-,"$765,046",100%
935,About Love,"$764,578",-,-,"$764,578",100%
936,Kahlil Gibran's The Prophet,"$764,498","$355,343",46.5%,"$409,155",53.5%
937,Thank You for Calling,"$762,935",-,-,"$762,935",100%
938,Villmark 2,"$758,497",-,-,"$758,497",100%
939,Bombay Velvet,"$758,478","$450,692",59.4%,"$307,786",40.6%
940,Port of Call,"$756,911",-,-,"$756,911",100%
941,Kafes,"$752,408",-,-,"$752,408",100%
942,Fúsi,"$749,711",-,-,"$749,711",100%
943,Bir Varmis Bir Yokmus,"$748,381",-,-,"$748,381",100%
944,Senior,"$744,410",-,-,"$744,410",100%
945,Calendar Girls,"$743,799",-,-,"$743,799",100%
946,The Gigolo,"$740,756",-,-,"$740,756",100%
947,Monsters,"$740,000",-,-,"$740,000",100%
948,"Kumiko, The Treasure Hunter","$739,623","$623,383",84.3%,"$116,240",15.7%
949,Once I Was a Beehive,"$732,655","$732,655",100%,-,-
950,First of May,"$728,363",-,-,"$728,363",100%
951,Peggy Guggenheim: Art Addict,"$727,591","$498,428",68.5%,"$229,163",31.5%
952,"Yalla Aa'belkon: Single, Married, Divorced","$725,131",-,-,"$725,131",100%
953,A Tale of Love and Darkness,"$724,885","$572,212",78.9%,"$152,673",21.1%
954,Pas son genre 2015 Re-release,"$720,462",-,-,"$720,462",100%
955,The Damned 2015 Re-release,"$720,020",-,-,"$720,020",100%
956,Admisson by Guts,"$720,000",-,-,"$720,000",100%
957,Monkey Business from a to Z,"$718,881",-,-,"$718,881",100%
958,HeavySaurus: The Movie,"$718,579",-,-,"$718,579",100%
959,Holland: Natuur in de Delta,"$718,510",-,-,"$718,510",100%
960,Always Watching: A Marble Hornets Story,"$714,058",-,-,"$714,058",100%
961,Extraction,"$710,636","$16,775",2.4%,"$693,861",97.6%
962,Florence and the Uffizi Gallery 3D/4K,"$709,410",-,-,"$709,410",100%
963,Legend of a Rabbit: The Martial of Fire,"$706,354",-,-,"$706,354",100%
964,Pantai Norasingha,"$705,120",-,-,"$705,120",100%
965,Happy Times,"$704,628",-,-,"$704,628",100%
966,Frog Kingdom 2015 Re-release,"$700,172",-,-,"$700,172",100%
967,Fatal Intuition,"$697,826",-,-,"$697,826",100%
968,Deep in the Heart,"$690,000",-,-,"$690,000",100%
969,Greetings from the North,"$689,597",-,-,"$689,597",100%
970,The Fencer,"$689,477",-,-,"$689,477",100%
971,Cobain: Montage of Heck,"$687,649",-,-,"$687,649",100%
972,Intimate Enemies,"$685,244",-,-,"$685,244",100%
973,Ouija 4,"$680,791",-,-,"$680,791",100%
974,"Right Now, Wrong Then","$680,728","$24,470",3.6%,"$656,258",96.4%
975,The King of Tibetan Antelope,"$678,152",-,-,"$678,152",100%
976,Mole Family - Haunted Forest,"$676,539",-,-,"$676,539",100%
977,5 to 7,"$674,579","$162,685",24.1%,"$511,894",75.9%
978,Yaktin Beni,"$674,070",-,-,"$674,070",100%
979,Malaventura,"$672,888",-,-,"$672,888",100%
980,Once Upon an Island,"$672,826",-,-,"$672,826",100%
981,Burying the Ex,"$668,777",-,-,"$668,777",100%
982,The Chosen: Forbidden Cave,"$665,148",-,-,"$665,148",100%
983,The Stanford Prison Experiment,"$663,114","$660,561",99.6%,"$2,553",0.4%
984,"S for Sex, S for Secrets","$662,432",-,-,"$662,432",100%
985,Don't Be Bad,"$660,922",-,-,"$660,922",100%
986,While We're Young 2015 Re-release,"$659,769",-,-,"$659,769",100%
987,Madame Bovary,"$658,532","$44,235",6.7%,"$614,297",93.3%
988,Madimak: Carina's Diary,"$656,810",-,-,"$656,810",100%
989,Fatih'in Fedaisi Kara Murat,"$656,479",-,-,"$656,479",100%
990,Ballade vir 'n Enkeling,"$654,714",-,-,"$654,714",100%
991,Tham Tu Hen-Ry,"$653,576",-,-,"$653,576",100%
992,Meo Mai Moi,"$651,467",-,-,"$651,467",100%
993,Chang Chen Ghost Stories: Be Possessed by Ghosts,"$647,762",-,-,"$647,762",100%
994,Zinnia Flower,"$645,786",-,-,"$645,786",100%
995,Da muss Mann durch,"$644,922",-,-,"$644,922",100%
996,Italo Barocco,"$637,136",-,-,"$637,136",100%
997,Welcome to Me,"$636,819","$608,852",95.6%,"$27,967",4.4%
998,Collective Invention,"$634,108",-,-,"$634,108",100%
999,Nothing in Return,"$633,906",-,-,"$633,906",100%
"1,000",Zvizdan,"$631,431",-,-,"$631,431",100%
"1,001",Freedom 2015 Re-release,"$625,775",-,-,"$625,775",100%
"1,002",Alaska,"$624,945",-,-,"$624,945",100%
"1,003",Le leggi del desiderio,"$620,658",-,-,"$620,658",100%
"1,004",Amy 2015 Re-release,"$619,640",-,-,"$619,640",100%
"1,005",Breaking Through,"$616,898",-,-,"$616,898",100%
"1,006",Lost River,"$615,500","$45,431",7.4%,"$570,069",92.6%
"1,007",Wondrous Boccaccio,"$607,313",-,-,"$607,313",100%
"1,008",King of Mahjong,"$606,900",-,-,"$606,900",100%
"1,009",Fly Me to Venus,"$606,752",-,-,"$606,752",100%
"1,010",Romeo Juliet,"$599,252",-,-,"$599,252",100%
"1,011",Güelcom tu Colombia,"$598,593",-,-,"$598,593",100%
"1,012",Como en el cine,"$598,265",-,-,"$598,265",100%
"1,013",Skin Trade,"$595,268","$1,242",0.2%,"$594,026",99.8%
"1,014",Ixcanul,"$594,836","$295,157",49.6%,"$299,679",50.4%
"1,015",Foute Vrienden,"$590,441",-,-,"$590,441",100%
"1,016",Nao Zai Wan Zhong,"$587,839",-,-,"$587,839",100%
"1,017",Papanasam,"$586,973",-,-,"$586,973",100%
"1,018",The Black Panthers: Vanguard of the Revolution,"$584,109","$516,893",88.5%,"$67,216",11.5%
"1,019","Knock, Knock Who's There","$581,260",-,-,"$581,260",100%
"1,020",Choe-gang-jeon-sa Mi-ni-teuk-gong-dae,"$579,452",-,-,"$579,452",100%
"1,021",Odd Thomas 2015 Re-release,"$579,099",-,-,"$579,099",100%
"1,022",Let's Talk,"$578,990",-,-,"$578,990",100%
"1,023",All About Them,"$577,789",-,-,"$577,789",100%
"1,024",Soul Story,"$576,472",-,-,"$576,472",100%
"1,025",Ho ucciso Napoleone,"$573,115",-,-,"$573,115",100%
"1,026",Heaven on Earth,"$572,895",-,-,"$572,895",100%
"1,027",11 Minutes,"$571,697",-,-,"$571,697",100%
"1,028",The Falling,"$569,498",-,-,"$569,498",100%
"1,029",Alma,"$567,883",-,-,"$567,883",100%
"1,030",We Are the Pirates of the Roads,"$567,265",-,-,"$567,265",100%
"1,031",Aikatsu! Music Award: Minna de Shou wo MoracchaimaShow!,"$567,006",-,-,"$567,006",100%
"1,032",Üç Harfliler 2: Hablis,"$565,020",-,-,"$565,020",100%
"1,033",I'm All Yours,"$565,000",-,-,"$565,000",100%
"1,034",Jackie Chan Presents: Amnesia,"$563,883",-,-,"$563,883",100%
"1,035",Paquete #3,"$562,076",-,-,"$562,076",100%
"1,036",Zhe Yang Yi Wei Jiang Jun,"$560,328",-,-,"$560,328",100%
"1,037",Max 2015 Re-release,"$559,828",-,-,"$559,828",100%
"1,038",Mae Bia,"$558,098",-,-,"$558,098",100%
"1,039",The Violin Teacher,"$557,588",-,-,"$557,588",100%
"1,040",Familienfest,"$556,456",-,-,"$556,456",100%
"1,041",Every Thing Will Be Fine,"$554,953","$9,233",1.7%,"$545,720",98.3%
"1,042",12 mesyatsev. Novaya skazka,"$554,645",-,-,"$554,645",100%
"1,043","The Old Man, Child and Foreigner","$549,493",-,-,"$549,493",100%
"1,044",Gangster Ka: African,"$549,448",-,-,"$549,448",100%
"1,045",Zanetti Story,"$549,437",-,-,"$549,437",100%
"1,046",Divã a 2,"$548,762",-,-,"$548,762",100%
"1,047",Tonight We Dine at Iokastis,"$546,342",-,-,"$546,342",100%
"1,048",Angrej,"$545,546",-,-,"$545,546",100%
"1,049",Miss Happy,"$545,143",-,-,"$545,143",100%
"1,050",The Club,"$541,515","$52,761",9.7%,"$488,754",90.3%
"1,051",On the Way to School 2015 Re-release,"$540,658","$7,424",1.4%,"$533,234",98.6%
"1,052",Strayer's Chronicle,"$538,798",-,-,"$538,798",100%
"1,053",Ask Olsun,"$538,102",-,-,"$538,102",100%
"1,054",Barcelona Christmas Night,"$535,025",-,-,"$535,025",100%
"1,055",Hungry Hearts,"$534,549","$6,921",1.3%,"$527,628",98.7%
"1,056",Kill Your Friends,"$533,147",-,-,"$533,147",100%
"1,057",Liza the Fox-Fairy,"$532,381",-,-,"$532,381",100%
"1,058",Shi Youm Rah Fil,"$532,298",-,-,"$532,298",100%
"1,059",Al filo de la ley,"$528,850",-,-,"$528,850",100%
"1,060",Three Summer Nights,"$523,620",-,-,"$523,620",100%
"1,061",Khun Thong Dang The Inspirations,"$520,921",-,-,"$520,921",100%
"1,062",Vánocní Kamenák,"$517,523",-,-,"$517,523",100%
"1,063",Listen to Me Marlon,"$516,337","$425,831",82.5%,"$90,506",17.5%
"1,064",Walking the Camino: Six Ways to Santiago 2015 Re-release,"$516,161",-,-,"$516,161",100%
"1,065",Argo 2,"$515,522",-,-,"$515,522",100%
"1,066",The Beach of the Drowned,"$511,924",-,-,"$511,924",100%
"1,067",Psychic,"$510,106",-,-,"$510,106",100%
"1,068",Midnight Whisper,"$508,033",-,-,"$508,033",100%
"1,069",Ultraman Ginga S: Showdown! Ultra 10 Warriors!! 2020 Re-release,"$506,125",-,-,"$506,125",100%
"1,070",Our Last Tango,"$505,885","$100,086",19.8%,"$405,799",80.2%
"1,071",Deli Man,"$502,294","$502,294",100%,-,-
"1,072",Homecoming,"$500,429",-,-,"$500,429",100%
"1,073",A Tale from the Orient,"$500,000",-,-,"$500,000",100%
"1,074",Hamari Adhuri Kahani,"$498,774","$235,361",47.2%,"$263,413",52.8%
"1,075",Kahlil Gibran's The Prophet 2015 Re-release,"$496,914","$370,146",74.5%,"$126,768",25.5%
"1,076",Felix and Meira,"$496,714","$447,353",90.1%,"$49,361",9.9%
"1,077",Chico: Artista Brasileiro,"$496,526",-,-,"$496,526",100%
"1,078",April and the Extraordinary World,"$495,879","$295,488",59.6%,"$200,391",40.4%
"1,079",Steve Jobs: The Man in the Machine,"$494,506","$494,506",100%,-,-
"1,080","Traukinio apiplesimas, kuri ivykde Saulius ir Paulius","$492,566",-,-,"$492,566",100%
"1,081",Bin Roye,"$492,270",-,-,"$492,270",100%
"1,082",You're Still the One,"$491,693",-,-,"$491,693",100%
"1,083",Road to Berlin,"$490,337",-,-,"$490,337",100%
"1,084",Pirdino Sürpriz Yumurta,"$490,094",-,-,"$490,094",100%
"1,085",Death Trip,"$490,000",-,-,"$490,000",100%
"1,086",Cooties,"$485,544","$60,058",12.4%,"$425,486",87.6%
"1,087",Macho Peruano Que Se Respeta,"$484,996",-,-,"$484,996",100%
"1,088",Endless Night,"$483,588",-,-,"$483,588",100%
"1,089",Drifters,"$482,142",-,-,"$482,142",100%
"1,090",Zai Jian Wo Men De Shi Nian,"$480,000",-,-,"$480,000",100%
"1,091",The Third Man 2015 Re-release,"$478,945","$449,191",93.8%,"$29,754",6.2%
"1,092",The Seven Ravens,"$478,725",-,-,"$478,725",100%
"1,093",Brotherly Love,"$478,595","$478,595",100%,-,-
"1,094",Howl,"$477,656",-,-,"$477,656",100%
"1,095",Heart of a Dog,"$476,384","$420,813",88.3%,"$55,571",11.7%
"1,096",Locust,"$476,015",-,-,"$476,015",100%
"1,097",Mooirivier,"$474,700",-,-,"$474,700",100%
"1,098",Darbareye Elly 2015 Re-release,"$470,760","$470,760",100%,-,-
"1,099",Requirements to Be a Normal Person,"$468,761",-,-,"$468,761",100%
"1,100",Hustle,"$465,788",-,-,"$465,788",100%
"1,101",Kidnap - Bo's Most Exciting Holiday Ever,"$465,184",-,-,"$465,184",100%
"1,102",Before We Go,"$462,875","$37,151",8%,"$425,724",92%
"1,103",Disorder,"$460,997","$51,879",11.3%,"$409,118",88.7%
"1,104",Mihrez: Cin Padisahi,"$460,165",-,-,"$460,165",100%
"1,105",Manglehorn,"$459,636","$143,101",31.1%,"$316,535",68.9%
"1,106",Exorcism: Haunted Child,"$458,896",-,-,"$458,896",100%
"1,107",Hamlet,"$453,637",-,-,"$453,637",100%
"1,108",Sebahat & Melahat,"$448,406",-,-,"$448,406",100%
"1,109",Bizim Hikaye 2015 Re-release,"$447,389",-,-,"$447,389",100%
"1,110",Archer: Double Trouble,"$446,478",-,-,"$446,478",100%
"1,111",La Herencia,"$445,779",-,-,"$445,779",100%
"1,112",The Memory of Water,"$440,254",-,-,"$440,254",100%
"1,113",Panie Dulskie,"$437,756",-,-,"$437,756",100%
"1,114",1965,"$436,690",-,-,"$436,690",100%
"1,115",The Forger,"$434,317",-,-,"$434,317",100%
"1,116",Rosenwald,"$433,924","$433,924",100%,-,-
"1,117",Very Big Shot,"$430,767",-,-,"$430,767",100%
"1,118",Harmony,"$430,568","$23,248",5.4%,"$407,320",94.6%
"1,119",Payback,"$426,775",-,-,"$426,775",100%
"1,120",Sweet Home 2015 Re-release,"$425,345",-,-,"$425,345",100%
"1,121",Blood of My Blood,"$424,494",-,-,"$424,494",100%
"1,122",Never Trust a Stranger,"$423,946",-,-,"$423,946",100%
"1,123",Reality,"$423,619",-,-,"$423,619",100%
"1,124",Mississippi Grind,"$422,746","$130,541",30.9%,"$292,205",69.1%
"1,125",Die abhandene Welt,"$421,308",-,-,"$421,308",100%
"1,126",Mr Unbelievable,"$417,846",-,-,"$417,846",100%
"1,127",Tales of Halloween,"$416,792",-,-,"$416,792",100%
