Rank,Release Group,Worldwide,Domestic,%,Foreign,%
756,Kung Fu Mahjong 2,"$313,189",-,-,"$313,189",100%
757,Have No Fear,"$308,227",-,-,"$308,227",100%
758,Joys of Life,"$307,499",-,-,"$307,499",100%
759,Dot the I,"$307,486","$307,486",100%,-,-
760,The Unusual Youth,"$303,641",-,-,"$303,641",100%
761,"Endless, the Rock Return","$301,794",-,-,"$301,794",100%
762,Duplicity,"$300,941",-,-,"$300,941",100%
763,Monsieur Batignole 2005 Re-release,"$300,134",-,-,"$300,134",100%
764,Tickets,"$299,566",-,-,"$299,566",100%
765,2 Girls,"$299,372",-,-,"$299,372",100%
766,Dura,"$298,022",-,-,"$298,022",100%
767,Never Again as Before,"$296,888",-,-,"$296,888",100%
768,Dragon Squad,"$292,926",-,-,"$292,926",100%
769,Embrace Your Shadow,"$290,597",-,-,"$290,597",100%
770,Somne,"$290,369",-,-,"$290,369",100%
771,Hormigas en la boca,"$285,104",-,-,"$285,104",100%
772,Para que no me olvides,"$282,601",-,-,"$282,601",100%
773,Hrubes a Mares jsou kamarádi do deste,"$282,255",-,-,"$282,255",100%
774,Christmas in the Clouds,"$279,225","$279,225",100%,-,-
775,Sehar,"$278,908",-,-,"$278,908",100%
776,Roots,"$278,886",-,-,"$278,886",100%
777,Searching for Love,"$278,678",-,-,"$278,678",100%
778,Empress Chung,"$277,566",-,-,"$277,566",100%
779,Baytong,"$274,900",-,-,"$274,900",100%
780,Ek Ajnabee,"$273,364","$213,143",78%,"$60,221",22%
781,The Twins Effect II 2005 Re-release,"$273,109",-,-,"$273,109",100%
782,A Story of Theater,"$271,004",-,-,"$271,004",100%
783,Rottweiler,"$270,402",-,-,"$270,402",100%
784,Czas surferów,"$269,379",-,-,"$269,379",100%
785,Drabet,"$269,174",-,-,"$269,174",100%
786,Sarkar,"$264,217",-,-,"$264,217",100%
787,Bonkers,"$264,168",-,-,"$264,168",100%
788,My Date with Drew,"$262,770","$181,041",68.9%,"$81,729",31.1%
789,Valo,"$262,606",-,-,"$262,606",100%
790,Bab el web,"$261,047",-,-,"$261,047",100%
791,Balance and Movement,"$259,753",-,-,"$259,753",100%
792,Long Live Life,"$258,397",-,-,"$258,397",100%
793,Belly of the Beast,"$254,988",-,-,"$254,988",100%
794,The Trouble with Terkel,"$254,835",-,-,"$254,835",100%
795,Battle in Heaven,"$253,751","$70,899",27.9%,"$182,852",72.1%
796,Dosti: Friends Forever,"$252,920",-,-,"$252,920",100%
797,Le a fejjel!,"$252,547",-,-,"$252,547",100%
798,Ahimsa: Stop to Run,"$252,100",-,-,"$252,100",100%
799,Woman Is... a Tough Person,"$252,050",-,-,"$252,050",100%
800,Dominion,"$251,495","$251,495",100%,-,-
801,Heidi,"$250,029",-,-,"$250,029",100%
802,Games of Love and Chance 2005 Re-release,"$249,616","$8,085",3.2%,"$241,531",96.8%
803,Gay Sex in the 70s,"$249,565","$249,565",100%,-,-
804,Dars khososy,"$246,607",-,-,"$246,607",100%
805,The Animation Show 2005 Re-release,"$246,520","$246,520",100%,-,-
806,Watermarks,"$246,094","$246,094",100%,-,-
807,Darshan,"$240,819","$66,032",27.4%,"$174,787",72.6%
808,Flirt,"$240,791",-,-,"$240,791",100%
809,Nina's Tragedies,"$238,831","$238,831",100%,-,-
810,New York Doll,"$237,136","$219,672",92.6%,"$17,464",7.4%
811,Downtown Girls,"$236,300",-,-,"$236,300",100%
812,Down and Derby,"$231,609","$231,609",100%,-,-
813,The World,"$231,383","$64,123",27.7%,"$167,260",72.3%
814,The Keeper: The Legend of Omar Khayyam,"$225,863","$225,863",100%,-,-
815,This Charming Girl,"$225,557",-,-,"$225,557",100%
816,The Beauty Academy of Kabul,"$225,448","$225,448",100%,-,-
817,Conversations with Mother,"$225,008",-,-,"$225,008",100%
818,Jo Bole So Nihaal,"$223,516",-,-,"$223,516",100%
819,Impact,"$223,096",-,-,"$223,096",100%
820,Eleven Men Out,"$221,655",-,-,"$221,655",100%
821,The Sky Turns,"$221,322",-,-,"$221,322",100%
822,Lower City,"$219,814","$130,794",59.5%,"$89,020",40.5%
823,Som Meu Peun,"$217,600",-,-,"$217,600",100%
824,Peaches,"$215,283",-,-,"$215,283",100%
825,Import-Export,"$214,977",-,-,"$214,977",100%
826,Foon,"$207,876",-,-,"$207,876",100%
827,Before The Winter Chill,"$206,394",-,-,"$206,394",100%
828,The Untold Story of Emmett Louis Till,"$204,956","$204,956",100%,-,-
829,Gamblers,"$204,301",-,-,"$204,301",100%
830,States of Grace,"$203,144","$203,144",100%,-,-
831,Masculin Féminin,"$200,380","$200,380",100%,-,-
832,Angel in Love,"$198,655",-,-,"$198,655",100%
833,Malas temporadas,"$196,024",-,-,"$196,024",100%
834,The Princess and the Pea,"$195,358",-,-,"$195,358",100%
835,Johan,"$194,325",-,-,"$194,325",100%
836,I Saw Ben Barka Get Killed,"$192,990",-,-,"$192,990",100%
837,Al bahethat an al horeya,"$192,831",-,-,"$192,831",100%
838,November,"$192,186","$192,186",100%,-,-
839,Texas,"$192,118",-,-,"$192,118",100%
840,Sword in the Moon,"$189,634",-,-,"$189,634",100%
841,Stoned,"$187,160","$38,922",20.8%,"$148,238",79.2%
842,Morir en San Hilario,"$185,757",-,-,"$185,757",100%
843,Gaijin - Ama-me Como Sou,"$184,676",-,-,"$184,676",100%
844,It Had to Be You!,"$184,477",-,-,"$184,477",100%
845,Hellbent,"$183,066","$183,066",100%,-,-
846,Viva Cuba,"$182,914",-,-,"$182,914",100%
847,The Heart Is Deceitful Above All Things,"$182,297",-,-,"$182,297",100%
848,The Baxter,"$181,872","$181,872",100%,-,-
849,Sisters,"$179,121",-,-,"$179,121",100%
850,Protocols of Zion,"$178,875","$178,875",100%,-,-
851,Touch the Sound: A Sound Journey with Evelyn Glennie,"$176,801","$176,801",100%,-,-
852,Into the Sun,"$175,563",-,-,"$175,563",100%
853,A golpes,"$174,712",-,-,"$174,712",100%
854,Virgil,"$174,708",-,-,"$174,708",100%
855,Forty Shades of Blue,"$172,569","$75,828",43.9%,"$96,741",56.1%
856,Backstage 2005 Re-release,"$169,970",-,-,"$169,970",100%
857,Sword of Xanten,"$169,774",-,-,"$169,774",100%
858,Festival,"$168,055",-,-,"$168,055",100%
859,Le secret,"$166,721",-,-,"$166,721",100%
860,Uncle Nino,"$165,000","$165,000",100%,-,-
861,The Fire Ball,"$164,796",-,-,"$164,796",100%
862,Renart the Fox,"$164,547",-,-,"$164,547",100%
863,Hamada yelab,"$164,385",-,-,"$164,385",100%
864,Mughal-E-Azam,"$161,434","$161,434",100%,-,-
865,Música cubana,"$158,727",-,-,"$158,727",100%
866,Shut Up and Shoot Me,"$158,612",-,-,"$158,612",100%
867,Il resto di niente,"$156,252",-,-,"$156,252",100%
868,Matando Cabos 2005 Re-release,"$155,874","$155,874",100%,-,-
869,Duck Season 2005 Re-release,"$155,410","$147,551",94.9%,"$7,859",5.1%
870,Así es la suerte,"$155,306",-,-,"$155,306",100%
871,Eating Out,"$155,212","$155,212",100%,-,-
872,The Treasure of the White Falcons,"$154,413",-,-,"$154,413",100%
873,Alice,"$153,326",-,-,"$153,326",100%
874,Elvis Has Left the Building,"$152,547",-,-,"$152,547",100%
875,Dandelion,"$151,755",-,-,"$151,755",100%
876,Garçon stupide,"$151,702","$151,702",100%,-,-
877,The Rascals,"$149,300",-,-,"$149,300",100%
878,The Bullet Wives,"$148,700",-,-,"$148,700",100%
879,Dirty Deeds,"$146,490","$146,490",100%,-,-
880,Deck Dogz,"$144,942",-,-,"$144,942",100%
881,Shabd,"$143,655",-,-,"$143,655",100%
882,Return to Sender,"$143,194",-,-,"$143,194",100%
883,Man on the Train 2005 Re-release,"$141,917",-,-,"$141,917",100%
884,Ali Spicy,"$141,559",-,-,"$141,559",100%
885,Music from the Inside Out,"$141,504","$141,504",100%,-,-
886,The Sun,"$141,022",-,-,"$141,022",100%
887,Game Over,"$139,980",-,-,"$139,980",100%
888,L'orizzonte degli eventi,"$139,771",-,-,"$139,771",100%
889,Kamikaze Girls 2005 Re-release,"$139,139","$34,424",24.7%,"$104,715",75.3%
890,Promise Me Not,"$139,100",-,-,"$139,100",100%
891,Buena Vista Social Club 2005 Re-release,"$139,017",-,-,"$139,017",100%
892,Brooklyn Lobster,"$138,267","$138,267",100%,-,-
893,About Love,"$136,713",-,-,"$136,713",100%
894,The Ninth Day,"$135,311","$72,888",53.9%,"$62,423",46.1%
895,Lunacy,"$133,982","$48,324",36.1%,"$85,658",63.9%
896,The Brutal River,"$132,200",-,-,"$132,200",100%
897,Boy Eats Girl,"$130,051",-,-,"$130,051",100%
898,Be Here to Love Me,"$129,988","$129,988",100%,-,-
899,Chariton's Choir,"$129,600",-,-,"$129,600",100%
900,Dil Jo Bhi Kahey...,"$129,319","$129,319",100%,-,-
901,Let It Be,"$128,767",-,-,"$128,767",100%
902,The Twins Effect 2005 Re-release,"$125,767",-,-,"$125,767",100%
903,Natural City,"$124,677",-,-,"$124,677",100%
904,The Doll Master,"$124,073",-,-,"$124,073",100%
905,U-Carmen eKhayelitsha,"$123,616",-,-,"$123,616",100%
906,The Sentimental Education of Eugénie,"$122,367",-,-,"$122,367",100%
907,Silent Partner,"$121,825",-,-,"$121,825",100%
908,Hinokio,"$121,296",-,-,"$121,296",100%
909,Fjorton suger,"$121,218",-,-,"$121,218",100%
910,Emmenez-moi,"$121,165",-,-,"$121,165",100%
911,Sons of Provo,"$120,488","$120,488",100%,-,-
912,Tales of Terror: Haunted Apartment 2005 Re-release,"$119,392",-,-,"$119,392",100%
913,The Third,"$117,390",-,-,"$117,390",100%
914,A Buddha,"$116,865",-,-,"$116,865",100%
915,Ghost of Mae Nak,"$116,800",-,-,"$116,800",100%
916,Um Tiro no Escuro,"$116,674",-,-,"$116,674",100%
917,Loggerheads,"$115,314","$115,314",100%,-,-
918,Sinus,"$115,167",-,-,"$115,167",100%
919,After Innocence,"$114,264","$114,264",100%,-,-
920,Rice Rhapsody,"$113,778",-,-,"$113,778",100%
921,Guernsey,"$112,363",-,-,"$112,363",100%
922,Marebito,"$107,259","$13,983",13%,"$93,276",87%
923,Rohng tiam,"$106,500",-,-,"$106,500",100%
924,Out of Reach,"$104,502",-,-,"$104,502",100%
925,Pure,"$102,471","$102,471",100%,-,-
926,Werewolf in Bangkok,"$100,500",-,-,"$100,500",100%
927,Nanacha,"$97,600",-,-,"$97,600",100%
928,D.E.B.S.,"$97,446","$97,446",100%,-,-
929,The City of the Sun,"$95,965",-,-,"$95,965",100%
930,Zozo,"$95,476",-,-,"$95,476",100%
931,Classe Tous Risques,"$95,413","$95,413",100%,-,-
932,Mortadelo & Filemon: The Big Adventure 2005 Re-release,"$95,331",-,-,"$95,331",100%
933,Rh+,"$94,645",-,-,"$94,645",100%
934,Play,"$94,600",-,-,"$94,600",100%
935,Håkan Bråkan & Josef,"$94,143",-,-,"$94,143",100%
936,Oreed Khol'an,"$93,400",-,-,"$93,400",100%
937,The Fine Art of Love: Mine Ha-Ha,"$91,525",-,-,"$91,525",100%
938,Ek Khiladi Ek Haseena,"$90,869","$90,869",100%,-,-
939,Piratas en el Callao,"$89,595",-,-,"$89,595",100%
940,Kabod Tao Sri Sudajan,"$87,800",-,-,"$87,800",100%
941,Kairo 2005 Re-release,"$87,420","$51,420",58.8%,"$36,000",41.2%
942,First Morning,"$87,264","$87,264",100%,-,-
943,An Enemy of the People,"$85,927",-,-,"$85,927",100%
944,Three... Extremes 2005 Re-release,"$84,976","$77,532",91.2%,"$7,444",8.8%
945,Barely Legal,"$83,439","$26,511",31.8%,"$56,928",68.2%
946,Funny Ha Ha,"$82,528","$77,070",93.4%,"$5,458",6.6%
947,Your Next Life 2005 Re-release,"$81,787",-,-,"$81,787",100%
948,A State of Mind,"$81,450","$41,468",50.9%,"$39,982",49.1%
949,The Future of Food,"$81,280","$81,280",100%,-,-
950,Chrystal,"$80,858","$80,858",100%,-,-
951,Searching for the Wrong-Eyed Jesus,"$79,916","$79,916",100%,-,-
952,Concorso di colpa,"$79,780",-,-,"$79,780",100%
953,Rahtree: Flower of the Night 2005 Re-release,"$79,500",-,-,"$79,500",100%
954,The Remaker,"$77,700",-,-,"$77,700",100%
955,Real: The Movie,"$77,540",-,-,"$77,540",100%
956,Fan gun ba! Nan hai,"$77,043",-,-,"$77,043",100%
957,Shadows of the Deceased,"$76,583",-,-,"$76,583",100%
958,Stork Day 2005 Re-release,"$75,047",-,-,"$75,047",100%
959,The War Within,"$74,655","$74,655",100%,-,-
960,The Nomi Song,"$74,631","$74,631",100%,-,-
961,One Step Behind,"$74,424",-,-,"$74,424",100%
962,The Keeper,"$73,788",-,-,"$73,788",100%
963,Come Away Home,"$72,810","$72,810",100%,-,-
964,Dorian Blues,"$72,234","$72,234",100%,-,-
965,Naked in Ashes,"$72,073","$72,073",100%,-,-
966,Measures to Better the World,"$71,782",-,-,"$71,782",100%
967,Elaan,"$70,470",-,-,"$70,470",100%
968,The Night of the Brother,"$69,626",-,-,"$69,626",100%
969,Shake Hands with the Devil: The Journey of Roméo Dallaire,"$68,249","$68,249",100%,-,-
970,Painted Fire 2005 Re-release,"$66,701",-,-,"$66,701",100%
971,Ora e per sempre,"$66,318",-,-,"$66,318",100%
972,The Talent Given Us,"$65,827","$65,827",100%,-,-
973,Drowning Ghost,"$65,722",-,-,"$65,722",100%
974,Mail Order Wife,"$65,369","$62,387",95.4%,"$2,982",4.6%
975,An Adolescent 2005 Re-release,"$65,171","$65,171",100%,-,-
976,Amatemi,"$64,791",-,-,"$64,791",100%
977,Zero Fat,"$64,494",-,-,"$64,494",100%
978,Trilogy: The Weeping Meadow,"$64,424","$24,966",38.8%,"$39,458",61.2%
979,Rock School,"$64,310","$64,310",100%,-,-
980,May 6th,"$63,424",-,-,"$63,424",100%
981,Oskar & Josefine,"$62,900",-,-,"$62,900",100%
982,A Year Without Love,"$62,676","$24,381",38.9%,"$38,295",61.1%
983,Just Bea 2005 Re-release,"$62,140",-,-,"$62,140",100%
984,Bad Guy,"$62,100",-,-,"$62,100",100%
985,"Sorry, You Can't Get Through!","$61,571",-,-,"$61,571",100%
986,The Piano Player 2005 Re-release,"$60,928",-,-,"$60,928",100%
987,Edvard Munch,"$60,244","$43,539",72.3%,"$16,705",27.7%
988,Screen Door Jesus,"$59,000","$59,000",100%,-,-
989,Home Delivery: Aapko... Ghar Tak,"$58,499","$58,499",100%,-,-
990,Loop,"$58,418",-,-,"$58,418",100%
991,Omagh,"$57,684",-,-,"$57,684",100%
992,Camp 2005 Re-release,"$57,382",-,-,"$57,382",100%
993,Electric Shadows,"$56,809","$7,129",12.5%,"$49,680",87.5%
994,The Two of Us,"$56,558","$56,558",100%,-,-
995,Bugs! 2005 Re-release,"$56,227",-,-,"$56,227",100%
996,The Other Side of the Street,"$55,459","$55,459",100%,-,-
997,Yehi Hai High Society,"$54,695",-,-,"$54,695",100%
998,Ash Wednesday 2005 Re-release,"$54,500",-,-,"$54,500",100%
999,Schizo,"$54,357","$54,357",100%,-,-
"1,000","Sayonara, Kuro","$54,080",-,-,"$54,080",100%
"1,001",My Brother Is a Dog,"$54,033",-,-,"$54,033",100%
"1,002",Salvador Allende,"$53,590",-,-,"$53,590",100%
"1,003",Wolf 2005 Re-release,"$53,043",-,-,"$53,043",100%
"1,004",Blast,"$52,456",-,-,"$52,456",100%
"1,005",Cello,"$52,297",-,-,"$52,297",100%
"1,006",Alt for Norge,"$51,690",-,-,"$51,690",100%
"1,007",Wedding Night,"$51,350",-,-,"$51,350",100%
"1,008",God's Sandbox,"$51,246","$51,246",100%,-,-
"1,009",Wasabi Tuna 2005 Re-release,"$51,036","$51,036",100%,-,-
"1,010",The Warrior 2005 Re-release,"$50,257","$50,257",100%,-,-
"1,011",Hostage,"$50,100",-,-,"$50,100",100%
"1,012",Perfect Opposites 2005 Re-release,"$50,010",-,-,"$50,010",100%
"1,013",On the Outs,"$49,940","$49,940",100%,-,-
"1,014",Shark in the Head,"$49,636",-,-,"$49,636",100%
"1,015",Nazi Gold in Argentina,"$49,258",-,-,"$49,258",100%
"1,016",Angoor,"$49,219",-,-,"$49,219",100%
"1,017",Assisted Living,"$49,048","$49,048",100%,-,-
"1,018",Raging Bull 25th Anniversary,"$49,034","$49,034",100%,-,-
"1,019",Chocolate: Deep Dark Secrets,"$49,000","$49,000",100%,-,-
"1,020",Mila ot Mars,"$48,778",-,-,"$48,778",100%
"1,021",Shining Boy and Little Randy,"$48,218",-,-,"$48,218",100%
"1,022",Blackball 2005 Re-release,"$48,000","$48,000",100%,-,-
"1,023",George and the Dragon,"$47,636",-,-,"$47,636",100%
"1,024",Never Been Thawed,"$47,219","$47,219",100%,-,-
"1,025",The Goebbels Experiment,"$47,211","$47,211",100%,-,-
"1,026",Tropical Malady,"$46,750","$46,750",100%,-,-
"1,027",O Segredo,"$46,621",-,-,"$46,621",100%
"1,028",The Tunnel 2005 Re-release,"$46,296","$46,296",100%,-,-
"1,029",Spymate,"$46,007",-,-,"$46,007",100%
"1,030",Strange Valley,"$45,860",-,-,"$45,860",100%
"1,031",Masked Rider: Missing Ace the Movie,"$45,800",-,-,"$45,800",100%
"1,032",Ellie Parker,"$45,726","$34,410",75.3%,"$11,316",24.7%
"1,033",Sympathy for Mr. Vengeance 2005 Re-release,"$45,289","$45,289",100%,-,-
"1,034",Bailey's Billion$,"$45,000","$45,000",100%,-,-
"1,035",William Eggleston in the Real World,"$44,435","$44,435",100%,-,-
"1,036",Apaharan,"$44,133","$44,133",100%,-,-
"1,037",Koti-ikävä,"$43,734",-,-,"$43,734",100%
"1,038",Goldfish Memory,"$43,382",-,-,"$43,382",100%
"1,039",Heidi 2005 Re-release,"$43,192",-,-,"$43,192",100%
"1,040",Tell Them Who You Are,"$42,908","$39,075",91.1%,"$3,833",8.9%
"1,041",Death of a Dynasty,"$42,108","$42,108",100%,-,-
"1,042",L'amore di Màrja 2005 Re-release,"$42,024",-,-,"$42,024",100%
"1,043",Guy X,"$42,022",-,-,"$42,022",100%
"1,044",Inuyasha the Movie: Vol. 4 - Fire on the Mystic Island,"$41,963",-,-,"$41,963",100%
"1,045",Baramnan gajok 2005 Re-release,"$41,878",-,-,"$41,878",100%
"1,046",Taj Mahal: An Eternal Love Story,"$41,726",-,-,"$41,726",100%
"1,047",My Mother's Smile 2005 Re-release,"$41,432","$41,432",100%,-,-
"1,048",The Intruder,"$40,853","$40,853",100%,-,-
"1,049",Hate Crime,"$40,758","$40,758",100%,-,-
"1,050",Zizek!,"$40,331","$20,177",50%,"$20,154",50%
"1,051",Margaret Cho: Assassin,"$40,123","$40,123",100%,-,-
"1,052",Hollywood Flies,"$39,768",-,-,"$39,768",100%
"1,053",Russian Ark 2005 Re-release,"$39,759",-,-,"$39,759",100%
"1,054",Kholi Min Cholesterol,"$39,727",-,-,"$39,727",100%
"1,055",The Year of the Yao,"$38,585","$35,591",92.2%,"$2,994",7.8%
"1,056",Pasos,"$38,132",-,-,"$38,132",100%
"1,057",Roads to Koktebel 2005 Re-release,"$37,688",-,-,"$37,688",100%
"1,058",Perder es cuestión de método,"$36,665",-,-,"$36,665",100%
"1,059",Bin ich sexy?,"$36,275",-,-,"$36,275",100%
"1,060",Tai Hang shan shang,"$36,188",-,-,"$36,188",100%
"1,061",Dirty Love,"$36,099","$36,099",100%,-,-
"1,062",Jiminy Glick in Lalawood,"$36,039","$36,039",100%,-,-
"1,063",King's Game,"$35,436",-,-,"$35,436",100%
"1,064",Tales of Terror: Haunted Apartment,"$35,315",-,-,"$35,315",100%
"1,065",Km. 0 - Kilometer Zero 2005 Re-release,"$35,272",-,-,"$35,272",100%
"1,066",Campfire,"$34,835","$34,835",100%,-,-
"1,067",Pusher II,"$34,113",-,-,"$34,113",100%
"1,068",Fishing Luck,"$33,833",-,-,"$33,833",100%
"1,069",Agatha Christie,"$33,750",-,-,"$33,750",100%
"1,070",My Brother,"$33,584",-,-,"$33,584",100%
"1,071",Smile,"$32,833","$32,833",100%,-,-
"1,072",Triple Agent 2005 Re-release,"$32,728",-,-,"$32,728",100%
"1,073",People of Rome 2005 Re-release,"$32,564",-,-,"$32,564",100%
"1,074",Circleen - Little Big Mouse,"$32,186",-,-,"$32,186",100%
"1,075",Reel Paradise,"$31,918","$31,918",100%,-,-
"1,076",Going Shopping,"$31,908","$31,908",100%,-,-
"1,077",We'll Die Together,"$31,625",-,-,"$31,625",100%
"1,078",Manuelita 2005 Re-release,"$31,523",-,-,"$31,523",100%
"1,079",Spooked,"$31,460",-,-,"$31,460",100%
"1,080",Last Life in the Universe 2005 Re-release,"$31,081",-,-,"$31,081",100%
"1,081",The Dark Face of the Moon,"$30,942",-,-,"$30,942",100%
"1,082",39 Pounds of Love,"$30,330","$28,195",93%,"$2,135",7%
"1,083",Down to the Bone,"$30,241","$30,241",100%,-,-
"1,084",Mother Theresa,"$29,447",-,-,"$29,447",100%
"1,085",Naked Fame,"$29,220","$29,220",100%,-,-
"1,086",Fröken Sverige,"$28,860",-,-,"$28,860",100%
"1,087",The Passage,"$28,107",-,-,"$28,107",100%
"1,088",Eternal,"$28,089","$28,089",100%,-,-
"1,089",Moments of Love,"$27,710",-,-,"$27,710",100%
"1,090",Lung do kei yuen,"$27,460",-,-,"$27,460",100%
"1,091",Fatti della banda della Magliana,"$27,181",-,-,"$27,181",100%
"1,092",Cape of Good Hope,"$26,904","$26,904",100%,-,-
"1,093",36: The Movie,"$26,815",-,-,"$26,815",100%
"1,094",Restart,"$26,699",-,-,"$26,699",100%
"1,095",Mountain Patrol,"$26,460",-,-,"$26,460",100%
"1,096",Love's Lone Flower,"$26,183",-,-,"$26,183",100%
"1,097",Battle Royale 2005 Re-release,"$26,099",-,-,"$26,099",100%
"1,098","Sex, Politics & Cocktails","$26,087","$26,087",100%,-,-
"1,099","Lipstick & Dynamite, Piss & Vinegar: The First Ladies of Wrestling","$26,073","$26,073",100%,-,-
"1,100",The Perfect Stranger,"$25,759",-,-,"$25,759",100%
"1,101",Spirit Trap,"$25,245",-,-,"$25,245",100%
"1,102",Drivers Wanted,"$25,189","$25,189",100%,-,-
"1,103",Heimat 3: A Chronicle of Endings and Beginnings,"$25,175",-,-,"$25,175",100%
"1,104",Adriana,"$25,167",-,-,"$25,167",100%
"1,105",Der Wadenmesser,"$24,897",-,-,"$24,897",100%
"1,106",The Man Who Copied,"$24,391","$24,391",100%,-,-
"1,107",Shikhar,"$24,334",-,-,"$24,334",100%
"1,108",Tjenare kungen,"$24,216",-,-,"$24,216",100%
"1,109",My Crazy Mother,"$23,737",-,-,"$23,737",100%
"1,110",Emmanuel's Gift,"$23,728","$23,728",100%,-,-
"1,111",The Sage Hunter,"$23,513",-,-,"$23,513",100%
"1,112",Behibak Wa Bemoot Feek,"$23,200",-,-,"$23,200",100%
"1,113",Stolen Eyes,"$23,149",-,-,"$23,149",100%
"1,114",One Piece: Dead End Adventure 2005 Re-release,"$22,989",-,-,"$22,989",100%
"1,115",La passione di Giosué l'Ebreo,"$22,859",-,-,"$22,859",100%
"1,116",Blackmail Boy 2005 Re-release,"$22,393","$22,393",100%,-,-
"1,117",Eternal Love,"$22,202",-,-,"$22,202",100%
"1,118",Not on the Lips 2005 Re-release,"$22,057",-,-,"$22,057",100%
"1,119",Three Dancing Slaves,"$21,888","$21,888",100%,-,-
"1,120",Slutty Summer,"$21,515","$21,515",100%,-,-
"1,121",Three of Hearts 2005 Re-release,"$21,429","$21,429",100%,-,-
"1,122",Bigger Than the Sky,"$21,398","$21,398",100%,-,-
"1,123",Captive,"$21,333",-,-,"$21,333",100%
"1,124",Dallas 362,"$21,108","$21,108",100%,-,-
"1,125",Scatten der Zeit,"$21,108",-,-,"$21,108",100%
"1,126",Major Dundee,"$20,807","$20,807",100%,-,-
"1,127",Kousek nebe,"$20,757",-,-,"$20,757",100%
"1,128",Voices in Wartime,"$20,702","$20,702",100%,-,-
"1,129",The Last Dispatch,"$20,684","$20,684",100%,-,-
"1,130",The Blue Butterfly 2005 Re-release,"$20,264",-,-,"$20,264",100%
"1,131",Loverboy,"$20,234",-,-,"$20,234",100%
"1,132",24 Hour Party People 2005 Re-release,"$20,186",-,-,"$20,186",100%
"1,133",Chaos,"$20,166","$10,289",51%,"$9,877",49%
"1,134",The Deal,"$20,035",-,-,"$20,035",100%
"1,135",The Fakir,"$19,619",-,-,"$19,619",100%
"1,136",Bab el shams,"$19,516",-,-,"$19,516",100%
"1,137",First Year Con 2005 Re-release,"$19,362",-,-,"$19,362",100%
"1,138",Melancholian 3 huonetta,"$19,317","$19,317",100%,-,-
"1,139",Marathon 2005 Re-release,"$19,296",-,-,"$19,296",100%
"1,140",Breaking News 2005 Re-release,"$19,217",-,-,"$19,217",100%
"1,141",Shape of the Moon,"$18,870",-,-,"$18,870",100%
"1,142",A League of Ordinary Gentlemen 2005 Re-release,"$18,807","$18,807",100%,-,-
"1,143",Mr Ya Miss,"$18,516","$18,516",100%,-,-
"1,144",The Reception,"$18,389","$18,389",100%,-,-
"1,145",Dead Weight 2005 Re-release,"$18,243",-,-,"$18,243",100%
"1,146",Willard 2005 Re-release,"$17,920",-,-,"$17,920",100%
"1,147",Two Syllables Behind,"$17,696",-,-,"$17,696",100%
"1,148",The Beach Loafer 2005 Re-release,"$17,534",-,-,"$17,534",100%
"1,149","Milwaukee, Minnesota","$17,528","$17,528",100%,-,-
"1,150",Sunset Story,"$17,508","$17,508",100%,-,-
"1,151",Geminis,"$17,498",-,-,"$17,498",100%
"1,152",When I Turned Nine,"$17,479",-,-,"$17,479",100%
"1,153",The Great Water,"$17,257","$17,257",100%,-,-
"1,154",Fear of Intimacy,"$17,080",-,-,"$17,080",100%
"1,155",Zen me lang man dou ke yi,"$16,839",-,-,"$16,839",100%
"1,156",Fascination,"$16,670","$16,670",100%,-,-
"1,157",The Last Mogul,"$16,469","$16,469",100%,-,-
"1,158",Ethan Mao,"$16,444","$10,178",61.9%,"$6,266",38.1%
"1,159",Gai Fel Saree,"$16,225",-,-,"$16,225",100%
"1,160",Koma 2005 Re-release,"$16,200",-,-,"$16,200",100%
"1,161",Farhan melazem adem,"$16,149",-,-,"$16,149",100%
"1,162",Night of Henna,"$16,027","$16,027",100%,-,-
"1,163",For the Living and the Dead,"$16,016",-,-,"$16,016",100%
"1,164",Bomb the System,"$15,520","$15,520",100%,-,-
"1,165",Save the Green Planet!,"$15,516","$15,516",100%,-,-
"1,166",One Bright Shining Moment,"$15,504","$15,504",100%,-,-
"1,167",Formula 17 2005 Re-release,"$15,427","$15,427",100%,-,-
"1,168",The Wisher,"$15,369",-,-,"$15,369",100%
"1,169",Wild Side,"$15,355","$15,355",100%,-,-
"1,170",La vache et le président,"$15,319",-,-,"$15,319",100%
"1,171",Harry + Max,"$15,247","$15,247",100%,-,-
"1,172",Fall... in Love,"$15,030",-,-,"$15,030",100%
"1,173",Devil's Pond,"$15,027",-,-,"$15,027",100%
"1,174",The Moon Also Rises,"$14,983",-,-,"$14,983",100%
"1,175",A Tale of Two Pizzas,"$14,831","$14,831",100%,-,-
"1,176",My Five Wives: How Much Is Too Much?,"$14,609",-,-,"$14,609",100%
"1,177",Kim Novak Never Swam in Genesaret's Lake,"$14,079",-,-,"$14,079",100%
"1,178",Up for Grabs,"$13,931","$13,931",100%,-,-
"1,179",Dead Doll,"$13,905",-,-,"$13,905",100%
"1,180",Konecná stanica,"$13,782",-,-,"$13,782",100%
"1,181",Duane Hopwood,"$13,510","$13,510",100%,-,-
"1,182",Serie Galante: Looping,"$13,350",-,-,"$13,350",100%
"1,183",Undertow 2005 Re-release,"$13,170",-,-,"$13,170",100%
"1,184",Lawstorant,"$13,093",-,-,"$13,093",100%
"1,185",The Princess and the Warrior 2005 Re-release,"$12,809",-,-,"$12,809",100%
